title,url,year,issue
Pavement maintenance programming considering two objectives: maintenance costs and user costs,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.727994,2013,2
Comparative assessment of crushed aggregates and bound/unbound recycled asphalt pavement as base materials,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.655737,2013,3
Gradation effects on the mechanical response of crushed stone aggregate,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.690518,2013,3
Developing a model for estimation of polished stone value (PSV) of road surface aggregates based on petrographic parameters,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.693179,2013,3
Development of a gyratory compaction procedure for laterite gravels treated with foamed bitumen,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.705842,2013,3
Coarse bauxite residue for roadway construction materials,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.705843,2013,3
Effect of gradation and source properties on stability and drainability of aggregate bases: a laboratory and field study,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.711475,2013,3
Stress–strain behaviour and stiffness of lightly stabilised granular materials from UCS testing and their predictability,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.721546,2013,3
Packing theory-based framework to evaluate permanent deformation of unbound granular materials,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.736620,2013,3
Measured effects on engineering properties of clayey subgrade using lime–Homra stabiliser,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.655739,2013,4
Pavement structure segmentation method based on results derived from ground-penetrating radar data,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.662594,2013,4
Estimation of <i,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.664274,2013,4
SASW evaluation of asphaltic and cement concrete pavements using different heights of fall for a spherical mass,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.665161,2013,4
Evaluating the use of neural networks and genetic algorithms for prediction of subgrade resilient modulus,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.671944,2013,4
Pavement structural health evaluation based on inverse analysis of three dimensional deflection bowl,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.684055,2013,4
Revised approach to assessing traffic speed deflectometer data and field validation of deflection bowl predictions,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.715646,2013,4
Prediction of resilient modulus of compacted saprolitic soils by CBR approach for road pavement subgrade: a re-examination,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.727993,2013,4
Stabilised expansive soil behaviour during wetting and drying,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.746688,2013,4
Improvements in the application of infinite elements to the NIKE3D program for airport pavement response analysis,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.690516,2013,5
Evaluation of superheavy load movement on flexible pavements,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.690519,2013,5
"Thermal, mechanical and microstructural analysis of concrete containing microencapsulated phase change materials",https://www.tandfonline.com/doi/full/10.1080/10298436.2012.716837,2013,5
The LaGrange case history: inverted pavement system characterisation and preliminary numerical analyses,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.742192,2013,5
Disruption factor of asphalt mixtures,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.727992,2013,5
An analytical procedure for strain response prediction of flexible pavement,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.736619,2013,5
Microstructural investigation of asphalt concrete for performing multiscale experimental studies,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.746689,2013,5
Composition analysis of crumb rubber during interaction with asphalt and effect on properties of binder,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.721548,2013,5
Laboratory evaluation of recycled waste concrete into asphalt mixtures,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.747685,2013,6
"Cracking resistance of thin-bonded overlays using fracture test, numerical simulations and early field performance",https://www.tandfonline.com/doi/full/10.1080/10298436.2012.711474,2013,6
Evaluation of anti-reflective cracking measures by laboratory test,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.721547,2013,6
Use of fracture work density obtained from indirect tensile testing for the mix design and development of a fatigue model,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.729060,2013,6
Evaluation of performance of stress-absorbing membrane interlayer (SAMI) using accelerated pavement testing,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.742193,2013,6
Acoustic enhancement of concrete pavement surface through diamond grinding,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.690517,2013,6
Measuring the carbon footprint of road construction using CHANGER,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.693180,2013,6
Determining structural strength of existing asphalt layer using condition survey data,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.677845,2013,7
Rigid and composite pavement index-based performance models for network pavement management system in the state of Louisiana,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.715643,2013,7
An overview and a case study of pavement performance prediction,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.715644,2013,7
Use of exponential hidden Markov models for modelling pavement deterioration,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.715647,2013,7
Life-cycle cost analysis system for pavement management at project level: sensitivity analysis to the discount rate,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.719618,2013,7
Evaluation of MEPDG flexible pavement design using pavement management system data: Louisiana experience,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.723709,2013,7
Non-monetised multi-objective decision making system for road management,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.727995,2013,7
Pavement texture from high-speed laser for pavement management system,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.655246,2013,8
Assessment of operational characteristics of continuous friction measuring equipment (CFME),https://www.tandfonline.com/doi/full/10.1080/10298436.2012.667097,2013,8
Development of a model for estimating International Roughness Index from pavement distresses,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.703322,2013,8
Pavement macro-texture analysis using wavelets,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.705004,2013,8
Road roughness characteristics in car and truck wheel tracks,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.740565,2013,8
Properties of pavement quality concrete and dry lean concrete with copper slag as fine aggregate,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.729059,2013,8
Thermal properties of permeable friction asphalt mixture and estimation of temperature profiles,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.715645,2013,8
Editorial Board,https://www.tandfonline.com/doi/abs/10.1080/10298436.2013.858914,2013,8
Verification of effectiveness of chip seal as a pavement preventive maintenance treatment using LTPP data,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893318,2014,10
Utilisation of oil-contaminated sand stabilised with cement kiln dust in the construction of rural roads,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893321,2014,10
Static and cyclic properties of clay subgrade stabilised with rice husk ash and Portland slag cement,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893323,2014,10
Threshold values of pavement surface properties for maintenance purposes based on accidents modelling,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893324,2014,10
An evaluation of enhanced geotextile layer in permeable pavement to improve stormwater infiltration and attenuation,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893325,2014,10
Soaking–drying frequency effect on gypsum-rich roadbed sand,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893326,2014,10
State-of-the-art report on use of nano-materials in concrete,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893327,2014,10
Editorial Board,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.971545,2014,10
A study of the effects of pavement ageing on binder deterioration,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.752823,2014,1
The effects of chemical composition on asphalt microstructure and their association to pavement performance,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.836192,2014,1
Light-coloured grey asphalt pavements: from theory to practice,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.782402,2014,1
Fatigue behaviour of asphalt concrete beams reinforced by glass fibre-reinforced plastics,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.799281,2014,1
Capturing mixed-mode cracking of asphalt concrete using the Arcan test,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.790969,2014,1
Modelling the effects of temperature and loading rate on fatigue properties of hot mixed asphalt,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.746687,2014,1
Probabilistic parametric approach for rutting evaluation: application to hot and warm asphalt,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.725473,2014,1
Using the surface free energy method to evaluate the effects of liquid antistrip additives on moisture sensitivity in hot mix asphalt,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.778410,2014,1
An overview of the emerging warm mix asphalt technology,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.839791,2014,1
Mechanical behaviour of surface layer fibreglass-reinforced flexible pavements,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.828838,2014,2
Effects of air voids variability on the thermo-mechanical response of asphalt mixtures,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.837464,2014,2
Pre- and post-peak toughening behaviours of fibre-reinforced hot-mix asphalt mixtures,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.839789,2014,2
The effect of aggregate gradation on creep and moisture susceptibility performance of warm mix asphalt,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.752824,2014,2
Introducing a simple method to determine aggregate gradation of hot mix asphalt using image processing,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.786076,2014,2
An artificial neural network model for virtual Superpave asphalt mixture design,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.808341,2014,2
Effect of aggregate types on the performance of neat and EVA-modified asphalt mixtures,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.812211,2014,2
Quantifying moisture damage at mastic–aggregate interface,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.812212,2014,2
Full-depth reclamation for the rehabilitation of local roads: a case study,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.657196,2014,3
Emergency paving using hot-mixed asphalt incorporating warm mix technology,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.721549,2014,3
Effects of maintenance operations on railway track's mechanical behaviour by field load testing,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.778991,2014,3
Evaluation of polymer-modified chip seals at low temperatures,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.655738,2014,3
Evaluation of prioritization methods for effective pavement maintenance of urban roads,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.657798,2014,3
Hierarchical asphalt pavement deterioration model for climate impact studies,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.687105,2014,3
Using a multi-phase model to predict flushing of sprayed seal pavements,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.828839,2014,3
Field and laboratory evaluation of winter season pavement pothole patching materials,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.814772,2014,4
Life cycle assessment framework for asphalt pavements: methods to calculate and allocate energy of binder and additives,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.718348,2014,4
Third-order polynomial equations of municipal urban low-volume pavement for the most common distress types,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.756486,2014,4
Network-level flexible pavement structural evaluation,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.784766,2014,4
A microscale evaluation of pavement roughness effects for asset management,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.792930,2014,4
International roughness index models for HMA overlay treatment of flexible and composite pavements,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.842237,2014,4
Empirical model of roughness effect on vehicle speed,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.792931,2014,4
Optimisation of maintenance strategy for rural road network using genetic algorithm,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.806807,2014,4
"The analysis of variability of pavement indicators: MPD, SMTD and IRI. A case study of Portugal roads",https://www.tandfonline.com/doi/full/10.1080/10298436.2013.807343,2014,4
One-dimensional temperature profile prediction in multi-layered rigid pavement systems using a separation of variables method,https://www.tandfonline.com/doi/full/10.1080/10298436.2011.653358,2014,5
Simultaneous effects of salted water and water flow on asphalt concrete pavement deterioration under freeze–thaw cycles,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.677844,2014,5
Evaluation of the effects of Canadian climate conditions on the MEPDG predictions for flexible pavement performance,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.752488,2014,5
A case study on diurnal and seasonal variation in pavement temperature,https://www.tandfonline.com/doi/full/10.1080/10298436.2012.752825,2014,5
Analysis of excess water impact on the structural performance of flexible pavements,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.790546,2014,5
Coupled thermo-hydraulic modelling of pavement under frost,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.808339,2014,5
Evaluation of dowel bar alignment from a two-step dowel bar inserter,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.815354,2014,5
Evaluation of performance and design of GFRP dowels in jointed plain concrete pavement – part 1: experimental investigation,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.824081,2014,5
Finite element analysis of a concrete slab under various non-uniform support conditions,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.837463,2014,5
Effect of pavement design parameters on the behaviour of orthotropic steel bridge deck pavements under traffic loading,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.839790,2014,5
Traffic inputs for mechanistic-empirical pavement design guide using weigh-in-motion systems in Alberta,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.797978,2014,6
Implementation of mechanistic-empirical pavement analysis in the State of Qatar,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.837164,2014,6
Full-depth flexible pavement responses to different truck tyre geometry configurations,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.775443,2014,6
Backcalculation of pavement layer elastic modulus and thickness with measurement errors,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.786078,2014,6
Limits of agreement method for comparing TSD and FWD measurements,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.782403,2014,6
Viscowave – a new solution for viscoelastic wave propagation of layered structures subjected to an impact load,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.782401,2014,6
Variations in dynamic vehicle load on road pavement,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.770512,2014,6
Stress distribution experienced under a portable light-weight deflectometer loading plate,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.772612,2014,6
CBR strength of reinforced soil with natural fibres and considering environmental conditions,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.770511,2014,7
Mechanistic modelling of tests of unbound granular materials,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.775442,2014,7
Estimation of the depth of frost penetration in both uniform and layered soils in frost-affected regions,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.786077,2014,7
Macrotexture influence on vibrational mechanisms of the tyre–road noise of an asphalt rubber pavement,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.790547,2014,7
Stress-path dependency of resilient behaviour of granular materials,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.808340,2014,7
On two predictive models for the vertical swell percentage of expansive clays,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.808342,2014,7
Effect of sand-fouled ballast on train-induced vibration,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.818146,2014,7
Mean profile depth analysis of field and laboratory traffic-loaded chip seal surface treatments,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.851790,2014,7
Examination of moisture sensitivity of aggregate–bitumen bonding strength using loose asphalt mixture and physico-chemical surface energy property tests,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.855312,2014,7
Modelling of 3D response pulse at the bottom of asphalt layer using a novel function and artificial neural network,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.851791,2014,8
Packing theory-based framework for evaluating resilient modulus of unbound granular materials,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.857772,2014,8
Characterising the elastic behaviour of fine-grained subgrade soils under traffic loading,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.857773,2014,8
Field performance evaluation of stone interlayer pavement in Louisiana,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.857774,2014,8
Improved method of considering air void and asphalt content changes on long-term performance of asphalt concrete pavements,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.857775,2014,8
Structural contribution of open-graded friction course mixes in mechanistic–empirical pavement design,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.857776,2014,8
Impact compaction on a subgrade layer overlying deep deposit,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.857777,2014,8
Evaluation of performance and design of GFRP dowels in jointed plain concrete pavement – part 2: numerical simulation and design considerations,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893314,2014,8
Rheological characterisation of modified binders at mixing and compaction temperature,https://www.tandfonline.com/doi/full/10.1080/10298436.2013.851792,2014,9
Mechanistic–empirical analysis of the results of finite element analysis on flexible pavement with geogrid base reinforcement,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893315,2014,9
Application of artificial intelligence to modelling asphalt–rubber viscosity,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893316,2014,9
New achievements in visco-elastoplastic constitutive model and temperature sensitivity of glasphalt,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893317,2014,9
Thin asphalt pavement performance equation through direct computation of falling weight deflectometer-derived strains,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893319,2014,9
Full-scale field testing of precast Portland cement concrete panel airfield pavement repairs,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893320,2014,9
Dynamic model and criteria indices of semi-rigid base asphalt pavement,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893322,2014,9
Experimental analysis on settlement controlling of geogrid-reinforced pile-supported embankments on collapsible loess in high-speed railway,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943130,2014,9
Destructive and non-destructive determination of resilient modulus of hot mix asphalt under different environmental conditions,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.964235,2015,10
Curing and temperature sensitivity of cement–bitumen treated materials,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.966710,2015,10
A model for equivalent axle load factors,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.968570,2015,10
Rutting performance evaluation of asphalt mix with different types of geosynthetics using MMLS3,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.972916,2015,10
Field assessment of a jointed concrete pavement foundation treated with injected polyurethane expandable foam,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.972917,2015,10
Exploring the texture–friction relationship: from texture empirical decomposition to pavement friction,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.972956,2015,10
Evaluating the dynamic stabilities of asphalt concrete mixtures incorporating plasterboard wastes,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.973023,2015,10
Towards a microstructural model of bitumen ageing behaviour,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.993192,2015,10
Editorial Board,https://www.tandfonline.com/doi/full/10.1080/10298436.2015.1063809,2015,10
Methodology to characterise non-standard asphalt materials using DMA testing: application to natural asphalt mixtures,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893328,2015,1
Effect of long-term soaking and leaching on the behaviour of lime-stabilised gypseous soil,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893329,2015,1
Mechanistic structural properties of foamed asphalt stabilised base materials,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893330,2015,1
Review of very high-content reclaimed asphalt use in plant-produced pavements: state of the art,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893331,2015,1
Lattice modelling of fracture in composite concrete pavements and overlays,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.893332,2015,1
Risk and expected pay factor analysis for assessing gap and dense-graded Superpave mixture specifications,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.916404,2015,1
Fatigue properties of bituminous binders reinforced with carbon nanotubes,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.923099,2015,1
Consideration of fatigue resistance tests variability in pavement design methodology,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.942858,2015,1
Development of simplified traffic loading for secondary road pavement design,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.926446,2015,2
A continuum mechanical approach to model asphalt,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.927065,2015,2
Coupled hydro-mechanical response of saturated asphalt pavement under moving traffic load,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.937712,2015,2
Binder distribution model for asphalt mixtures based on packing of the primary structure,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.937713,2015,2
An FEM-predictive tool for simulating the cooling characteristics of freshly paved asphalt concrete layers,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.937714,2015,2
Macro- and micro-texture evolution of road pavements and correlation with friction,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.937715,2015,2
Determination of CBR for fine-grained soils using a dynamic lightweight cone penetrometer,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.937807,2015,2
Investigating the performance of as-built and overlaid pavements: a competing risks approach,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.937808,2015,3
Temperature modelling in pavements: the effect of long- and short-wave radiation,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.937809,2015,3
Application of time–temperature superposition to develop master curves of cumulative plastic strain in repeated load permanent deformation tests,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.937810,2015,3
An overview of various new road profile quality evaluation criteria: part 1,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.942814,2015,3
Using spatial statistics to characterise pavement properties,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.942856,2015,3
A spatial analysis of pavement variability,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.942857,2015,3
A life cycle assessment model for pavement management: methodology and computational framework,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.942861,2015,3
A novel procedure for the evaluation of anti-rutting potential of asphalt binders,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.942859,2015,4
A thermodynamically compatible model for describing the response of asphalt binders,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.942860,2015,4
A life cycle assessment model for pavement management: road pavement construction and management in Portugal,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.942862,2015,4
Evolution of asphalt binder microstructure due to tensile loading determined using AFM and image analysis techniques,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.942863,2015,4
Quantifying overall damage and healing behaviour of asphalt materials using continuum damage approach,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.942993,2015,4
Field performance of concrete pavements with short slabs and design procedure calibrated for Chilean conditions,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943129,2015,4
Editorial,https://www.tandfonline.com/doi/full/10.1080/10298436.2015.1019506,2015,5
Characterisation and modelling of vapour-conditioned asphalt binders using nanoindentation,https://www.tandfonline.com/doi/full/10.1080/10298436.2015.1007233,2015,5
Moisture and aging damage evaluation of asphalt mixtures using the repeated direct tensional test method,https://www.tandfonline.com/doi/full/10.1080/10298436.2015.1007234,2015,5
"Moisture damage assessment using surface energy, bitumen stripping and the SATS moisture conditioning procedure",https://www.tandfonline.com/doi/full/10.1080/10298436.2015.1007235,2015,5
Incorporating the heterogeneity of asphalt mixtures in flexible pavements subjected to moisture diffusion,https://www.tandfonline.com/doi/full/10.1080/10298436.2015.1007236,2015,5
Three-dimensional microstructural modelling of coupled moisture–mechanical response of asphalt concrete,https://www.tandfonline.com/doi/full/10.1080/10298436.2015.1007239,2015,5
Calculating rutting of some thin flexible pavements from repeated load triaxial test data,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943127,2015,6
Effect of using geosynthetics on reflective crack prevention,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943128,2015,6
Characterisation of heavy traffic axle load spectra for mechanistic-empirical pavement design applications,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943131,2015,6
Experimental investigation of seashells used as filler in hot mix asphalt,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943132,2015,6
Nonlinear viscoelastic analysis of asphalt cement and asphalt mastics,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943133,2015,6
Construction and demolition waste recycling: an application for road construction,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943134,2015,6
Influence of tyre configuration on pavement response and predicted distress,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943206,2015,6
Degraded secant modulus for permanent deformation of soils,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943208,2015,6
The influence of age on interlayer shear properties,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943212,2015,6
Flexible pavement maintenance programming considering the minimisation of maintenance and rehabilitation costs and the maximisation of the residual value of pavements,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943207,2015,7
Predicting permanent deformation behaviour of unbound granular materials,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943209,2015,7
Research on failure mode and mechanism of different types of waterproof adhesive materials for bridge deck,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943211,2015,7
Modulus evolution of asphalt pavement based on full-scale accelerated pavement testing with Mobile Load Simulator 66,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943213,2015,7
Characterising emulsion effects on aged asphalt concrete surfaces using Bending Beam Rheometer mixture beams,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943214,2015,7
A study on the dependence of PEMs acoustic properties on incidence angle,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943215,2015,7
A contribution to non-contact skid resistance measurement,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943216,2015,7
A methodology for cost-benefit analysis of recycled asphalt pavement (RAP) in various highway applications,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943217,2015,7
Rational approach for tropical pavement design using life-cycle principles: case study of Ghana,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943218,2015,8
Primary causes of cracking of asphalt pavement in North Carolina: field study,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943220,2015,8
Laboratory simulation tests of effect of mechanical damage on moisture damage evolution in hot-mix asphalt pavement,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943221,2015,8
Numerical study on the effect of mixture morphology on long-term asphalt mixture ageing,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943222,2015,8
Development of a thermomechanical tyre–pavement interaction model,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.946927,2015,8
Viscoelastic behaviour of asphalt modified by grafted tri-block copolymers: predictions of fractional rheological models,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.953501,2015,8
Laboratory investigation of moisture susceptibility of warm-mix asphalt mixtures containing steel slag aggregates,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.953502,2015,8
Characterisation of variability in highway pavement materials and construction,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.943219,2015,9
Rheological behaviour of bitumens modified with PE and PPA at different MSCR creep–recovery times,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.953503,2015,9
An overview of various new road profile quality evaluation criteria: part 2,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.960998,2015,9
Mechanistic–empirical approach for design of low volume pavements,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.960999,2015,9
Evaluation of Rediset for use in warm-mix asphalt: a review of the literatures,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.961020,2015,9
Evaluation of the distribution of local pressures and the real contact area between the tyre and the road surface,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.961021,2015,9
Effective stress concept for the effect of hydraulic hysteresis on the resilient behaviour of low traffic pavements,https://www.tandfonline.com/doi/full/10.1080/10298436.2014.973025,2015,9
Evaluation of ageing in asphalt cores using low-field nuclear magnetic resonance,https://www.tandfonline.com/doi/full/10.1080/10298436.2015.1019503,2016,10
Impact of different approaches to modelling rigid pavement base layers on slab curling stresses,https://www.tandfonline.com/doi/full/10.1080/10298436.2015.1019505,2016,10
In-situ assessment of the stress-dependent stiffness of unbound aggregate bases: application in inverted base pavements,https://www.tandfonline.com/doi/full/10.1080/10298436.2015.1022779,2016,10
Investigation into engineering properties and strength mechanism of grouted macadam composite materials,https://www.tandfonline.com/doi/full/10.1080/10298436.2015.1024467,2016,10
