journal,article_nr,n_chars,n_words
journal_2,3830,127183,17597
journal_2,3831,140063,18941
journal_2,3832,92883,12724
journal_2,3833,113249,14277
journal_2,3834,140693,19215
journal_2,3835,154149,20703
journal_2,3836,105748,14674
journal_2,3837,126808,17364
journal_2,3838,136073,19151
journal_2,3839,170315,23678
journal_2,384,53334,7187
journal_2,3840,120814,17214
journal_2,3841,130531,18226
journal_2,3842,135994,19004
journal_2,3843,4596,490
journal_2,3844,10257,1253
journal_2,3845,88834,12667
journal_2,3846,91572,12657
journal_2,3847,100643,13772
journal_2,3848,190997,26941
journal_2,3849,99655,14465
journal_2,385,73628,10970
journal_2,3850,97290,13878
journal_2,3851,132285,17729
journal_2,3852,129771,17121
journal_2,3853,121223,17469
journal_2,3854,133704,19066
journal_2,3855,146207,19311
journal_2,3856,139622,18858
journal_2,3857,100489,13344
journal_2,3858,123697,17608
journal_2,3859,165732,23443
journal_2,386,80385,11500
journal_2,3860,112755,15451
journal_2,3861,119075,15917
journal_2,3862,102245,13796
journal_2,3863,117351,15753
journal_2,3864,170096,24384
journal_2,3865,105069,14111
journal_2,3866,133779,18336
journal_2,3867,130983,17518
journal_2,3868,144008,19418
journal_2,3869,123698,16898
journal_2,387,45167,6395
journal_2,3870,189260,26274
journal_2,3871,128626,17994
journal_2,3872,148854,20429
journal_2,3873,113403,15989
journal_2,3874,92425,12252
journal_2,3875,97581,13317
journal_2,3876,123026,16984
journal_2,3877,134240,18564
journal_2,3878,109880,14686
journal_2,3879,129677,17197
journal_2,388,63312,9163
journal_2,3880,176463,21382
journal_2,3881,151835,20109
journal_2,3882,155833,20918
journal_2,3883,10260,1253
journal_2,3884,101230,13311
journal_2,3885,110451,15615
journal_2,3886,105140,15498
journal_2,3887,134016,18885
journal_2,3888,140793,18890
journal_2,3889,95897,13501
journal_2,389,52660,7686
journal_2,3890,149037,20024
journal_2,3891,122444,16495
journal_2,3892,107588,14888
journal_2,3893,106577,15454
journal_2,3894,119683,16411
journal_2,3895,110240,15908
journal_2,3896,139415,19755
journal_2,3897,114792,14698
journal_2,3898,92164,12314
journal_2,3899,109862,15930
journal_2,39,39624,5693
journal_2,390,7889,991
journal_2,3900,123550,17335
journal_2,3901,115725,16686
journal_2,3902,131729,17933
journal_2,3903,171605,23309
journal_2,3904,131139,18454
journal_2,3905,216996,29630
journal_2,3906,168520,22659
journal_2,3907,173711,23013
journal_2,3908,119735,17451
journal_2,3909,113380,16126
journal_2,391,7036,837
journal_2,3910,128330,16806
journal_2,3911,76522,11050
journal_2,3912,144504,20288
journal_2,3913,162481,21531
journal_2,3914,108422,14973
journal_2,3915,82957,11313
journal_2,3916,126574,16542
journal_2,3917,187621,23580
journal_2,3918,154021,21258
journal_2,3919,103628,14985
journal_2,392,8773,1096
journal_2,3920,10265,1253
journal_2,3921,98000,13203
journal_2,3922,103389,14703
journal_2,3923,146357,19434
journal_2,3924,146831,19928
journal_2,3925,167185,23950
journal_2,3926,168254,22992
journal_2,3927,138382,18613
journal_2,3928,100817,14087
journal_2,3929,116928,16065
journal_2,393,57449,7606
journal_2,3930,183207,26509
journal_2,3931,119756,16517
journal_2,3932,112954,15389
journal_2,3933,178363,22359
journal_2,3934,103458,14108
journal_2,3935,135154,18016
journal_2,3936,98250,14074
journal_2,3937,134751,18362
journal_2,3938,80073,10948
journal_2,3939,88810,12431
journal_2,394,58766,8274
journal_2,3940,121770,16227
journal_2,3941,150003,20466
journal_2,3942,128951,17838
journal_2,3943,108901,13882
journal_2,3944,111130,15492
journal_2,3945,136778,17249
journal_2,3946,107346,14486
journal_2,3947,86468,12142
journal_2,3948,89185,13342
journal_2,3949,113265,15984
journal_2,395,59027,8938
journal_2,3950,122361,16999
journal_2,3951,182134,24491
journal_2,3952,113007,16175
journal_2,3953,147317,19552
journal_2,3954,126977,17190
journal_2,3955,98004,13927
journal_2,3956,10263,1258
journal_2,3957,91568,12774
journal_2,3958,141586,20316
journal_2,3959,107293,14369
journal_2,396,78752,11118
journal_2,3960,136151,19123
journal_2,3961,135280,20735
journal_2,3962,115924,15701
journal_2,3963,127936,16741
journal_2,3964,132125,17421
journal_2,3965,129882,18573
journal_2,3966,127773,17151
journal_2,3967,155589,20249
journal_2,3968,91564,12677
journal_2,3969,149976,22058
journal_2,397,120397,15550
journal_2,3970,109321,15206
journal_2,3971,107322,14970
journal_2,3972,116615,15066
journal_2,3973,164761,22162
journal_2,3974,162329,21880
journal_2,3975,119222,16005
journal_2,3976,162128,21755
journal_2,3977,120666,16938
journal_2,3978,125453,17253
journal_2,3979,107579,14646
journal_2,398,87835,12091
journal_2,3980,108138,15004
journal_2,3981,163068,21651
journal_2,3982,92104,12320
journal_2,3983,156100,20967
journal_2,3984,115600,15844
journal_2,3985,106777,14520
journal_2,3986,152121,20350
journal_2,3987,175527,21970
journal_2,3988,161391,21506
journal_2,3989,207926,25930
journal_2,399,71945,10416
journal_2,3990,145421,19698
journal_2,3991,127421,17000
journal_2,3992,148282,20598
journal_2,3993,161349,23124
journal_2,3994,10265,1258
journal_2,3995,166944,23273
journal_2,3996,97579,13922
journal_2,3997,137156,19139
journal_2,3998,94136,12865
journal_2,3999,113168,15500
journal_2,4,46196,6676
journal_2,40,46016,6787
journal_2,400,63153,8811
journal_2,4000,119784,15984
journal_2,4001,136132,18216
journal_2,4002,161779,22005
journal_2,4003,140138,19813
journal_2,4004,217713,29326
journal_2,4005,112049,15761
journal_2,4006,186925,25717
journal_2,4007,167435,22701
journal_2,4008,97365,13090
journal_2,4009,112831,14340
journal_2,401,63931,9250
journal_2,4010,83390,11997
journal_2,4011,80089,10991
journal_2,4012,177349,23906
journal_2,4013,123010,16800
journal_2,4014,160428,20879
journal_2,4015,110470,15053
journal_2,4016,10259,1258
journal_2,4017,137363,18417
journal_2,4018,100760,13893
journal_2,4019,104994,15144
journal_2,402,43211,6434
journal_2,4020,121137,16596
journal_2,4021,158047,22318
journal_2,4022,139960,18878
journal_2,4023,81705,11176
journal_2,4024,160519,21160
journal_2,4025,153500,19979
journal_2,4026,151392,20417
journal_2,4027,172947,24288
journal_2,4028,135184,18026
journal_2,4029,134190,17761
journal_2,403,64852,9743
journal_2,4030,150936,20505
journal_2,4031,118099,15434
journal_2,4032,150633,19740
journal_2,4033,142402,20249
journal_2,4034,130427,17149
journal_2,4035,114126,15405
journal_2,4036,140740,18884
journal_2,4037,124839,17585
journal_2,4038,175330,24096
journal_2,4039,172419,22640
journal_2,404,66342,10154
journal_2,4040,76611,11001
journal_2,4041,118316,15680
journal_2,4042,104893,14213
journal_2,4043,153072,19767
journal_2,4044,148372,19938
journal_2,4045,98917,13795
journal_2,4046,110954,15091
journal_2,4047,81909,11501
journal_2,4048,141839,19578
journal_2,4049,103875,13913
journal_2,405,66833,9621
journal_2,4050,114764,15133
journal_2,4051,159504,21746
journal_2,4052,105198,14270
journal_2,4053,117765,15610
journal_2,4054,122528,16479
journal_2,4055,114767,15579
journal_2,4056,142153,18796
journal_2,4057,154028,20962
journal_2,4058,126767,16759
journal_2,4059,10259,1259
journal_2,406,99538,14178
journal_2,4060,101634,13689
journal_2,4061,120827,16901
journal_2,4062,84782,11649
journal_2,4063,117564,16460
journal_2,4064,139102,18479
journal_2,4065,101402,14197
journal_2,4066,98082,13293
journal_2,4067,151523,20643
journal_2,4068,97210,13633
journal_2,4069,130765,18134
journal_2,407,10667,1286
journal_2,4070,135197,18867
journal_2,4071,163452,21975
journal_2,4072,110220,15502
journal_2,4073,147258,21250
journal_2,4074,123758,16924
journal_2,4075,139546,18925
journal_2,4076,118469,16546
journal_2,4077,117013,16594
journal_2,4078,165533,21868
journal_2,4079,99239,13537
journal_2,408,5636,673
journal_2,4080,43139,5806
journal_2,4081,10255,1259
journal_2,4082,116308,17167
journal_2,4083,117269,16132
journal_2,4084,83464,11464
journal_2,4085,127468,17301
journal_2,4086,119925,16409
journal_2,4087,103559,14147
journal_2,4088,162567,21930
journal_2,4089,99216,13278
journal_2,409,51544,7318
journal_2,4090,73136,9664
journal_2,4091,134151,18278
journal_2,4092,157770,21222
journal_2,4093,118604,16111
journal_2,4094,114964,15925
journal_2,4095,99883,13984
journal_2,4096,122101,16745
journal_2,4097,91786,12565
journal_2,4098,162259,21624
journal_2,4099,147644,19879
journal_2,41,80397,11231
journal_2,410,46829,7030
journal_2,4100,137930,20092
journal_2,4101,95545,12831
journal_2,4102,129331,18235
journal_2,4103,183196,24326
journal_2,4104,120652,16298
journal_2,4105,153089,21424
journal_2,4106,89290,12257
journal_2,4107,97685,13193
journal_2,4108,145109,19834
journal_2,4109,154129,20417
journal_2,411,49739,7194
journal_2,4110,10257,1259
journal_2,4111,152449,21997
journal_2,4112,105932,15230
journal_2,4113,183211,23759
journal_2,4114,135641,18253
journal_2,4115,125220,17440
journal_2,4116,197755,26510
journal_2,4117,107887,14897
journal_2,4118,164851,22249
journal_2,4119,120678,16475
journal_2,412,64792,9328
journal_2,4120,112668,14661
journal_2,4121,101030,14165
journal_2,4122,123218,16791
journal_2,4123,149641,21047
journal_2,4124,125044,16490
journal_2,4125,148252,20542
journal_2,4126,129515,18133
journal_2,4127,183275,25542
journal_2,4128,92742,13708
journal_2,4129,129216,17725
journal_2,413,51350,7746
journal_2,4130,162340,22940
journal_2,4131,110835,14672
journal_2,4132,136886,17574
journal_2,4133,130972,17621
journal_2,4134,90101,12269
journal_2,4135,172675,23246
journal_2,4136,144919,19338
journal_2,4137,187233,26470
journal_2,4138,96141,13877
journal_2,4139,102391,13975
journal_2,414,5434,692
journal_2,4140,99294,13489
journal_2,4141,132580,18133
journal_2,4142,106661,13835
journal_2,4143,120494,16764
journal_2,4144,103514,14008
journal_2,4145,14387,1821
journal_2,4146,160939,22623
journal_2,4147,105890,13809
journal_2,4148,127801,16331
journal_2,4149,222602,30154
journal_2,415,37201,5437
journal_2,4150,169687,23358
journal_2,4151,120760,16121
journal_2,4152,112763,15466
journal_2,4153,133576,18208
journal_2,4154,150374,21182
journal_2,4155,136235,18518
journal_2,4156,108529,15432
journal_2,4157,107977,14963
journal_2,4158,137836,18147
journal_2,4159,131618,17802
journal_2,416,38891,5467
journal_2,4160,120704,16838
journal_2,4161,112288,15173
journal_2,4162,86425,11406
journal_2,4163,97532,12947
journal_2,4164,14391,1821
journal_2,4165,158807,22638
journal_2,4166,239012,33712
journal_2,4167,195362,26866
journal_2,4168,101144,13894
journal_2,4169,85586,12068
journal_2,417,37669,5290
journal_2,4170,86246,11954
journal_2,4171,117271,16102
journal_2,4172,77510,10439
journal_2,4173,147987,20525
journal_2,4174,120186,16678
journal_2,4175,113660,15240
journal_2,4176,91963,12932
journal_2,4177,127504,16833
journal_2,4178,101655,13604
journal_2,4179,88611,11972
journal_2,418,53227,7649
journal_2,4180,148672,20652
journal_2,4181,101914,14413
journal_2,4182,89728,12678
journal_2,4183,118793,17336
journal_2,4184,184391,23549
journal_2,4185,103573,14680
journal_2,4186,102399,14369
journal_2,4187,90430,11581
journal_2,4188,122417,17399
journal_2,4189,128870,17184
journal_2,419,61880,9034
journal_2,4190,92543,12978
journal_2,4191,188259,25583
journal_2,4192,123646,16907
journal_2,4193,126276,17253
journal_2,4194,119402,16376
journal_2,4195,117736,16679
journal_2,4196,195306,27315
journal_2,4197,128824,17451
journal_2,4198,104315,14256
journal_2,4199,103990,13929
journal_2,42,50800,7543
journal_2,420,56069,8068
journal_2,4200,97196,13842
journal_2,4201,99790,13877
journal_2,4202,167365,22618
journal_2,4203,135760,18545
journal_2,4204,119026,15125
journal_2,4205,140647,19110
journal_2,4206,191545,27108
journal_2,4207,90626,12900
journal_2,4208,104114,14802
journal_2,4209,128688,17391
journal_2,421,64819,9203
journal_2,4210,133163,18123
journal_2,4211,161742,20927
journal_2,4212,14397,1821
journal_2,4213,169073,22216
journal_2,4214,114864,15168
journal_2,4215,127224,17154
journal_2,4216,171917,24334
journal_2,4217,84088,11753
journal_2,4218,101506,13291
journal_2,4219,167973,22241
journal_2,422,10457,1259
journal_2,4220,152468,21548
journal_2,4221,166960,22897
journal_2,4222,99880,13717
journal_2,4223,206855,28095
journal_2,4224,115504,15074
journal_2,4225,153082,20396
journal_2,4226,111837,14932
journal_2,4227,136220,17918
journal_2,4228,159655,20238
journal_2,4229,108070,14578
journal_2,423,72498,10695
journal_2,4230,104301,13576
journal_2,4231,84320,11118
journal_2,4232,141025,18400
journal_2,4233,137146,18139
journal_2,4234,175885,23115
journal_2,4235,98606,14458
journal_2,4236,122668,17010
journal_2,4237,102305,13281
journal_2,4238,100161,13655
journal_2,4239,189279,26608
journal_2,424,43696,6327
journal_2,4240,84739,11790
journal_2,4241,76506,10333
journal_2,4242,160253,22104
journal_2,4243,125961,17766
journal_2,4244,137756,18675
journal_2,425,48417,7544
journal_2,426,105646,14877
journal_2,427,42662,6172
journal_2,428,41351,5848
journal_2,429,85230,12593
journal_2,43,49219,7028
journal_2,430,63109,9096
journal_2,431,73252,10558
journal_2,432,59116,8458
journal_2,433,50364,7343
journal_2,434,48044,7013
journal_2,435,7089,855
journal_2,436,14873,2030
journal_2,437,32373,4774
journal_2,438,68723,10066
journal_2,439,37618,5233
journal_2,44,77896,11740
journal_2,440,54951,8208
journal_2,441,53945,7657
journal_2,442,67428,9383
journal_2,443,61337,9071
journal_2,444,62779,9297
journal_2,445,48340,6598
journal_2,446,61255,9015
journal_2,447,51199,7226
journal_2,448,35846,5099
journal_2,449,89284,12598
journal_2,45,61208,8172
journal_2,450,73724,10235
journal_2,451,66326,9230
journal_2,452,58070,8187
journal_2,453,47861,7323
journal_2,454,10450,1268
journal_2,455,78264,11236
journal_2,456,45919,6877
journal_2,457,43805,6482
journal_2,458,66865,9743
journal_2,459,67514,9249
journal_2,46,37852,5895
journal_2,460,44320,6211
journal_2,461,57100,8443
journal_2,462,47836,7077
journal_2,463,60371,8982
journal_2,464,47199,6999
journal_2,465,81496,11777
journal_2,466,57443,8133
journal_2,467,1846,185
journal_2,468,10454,1268
journal_2,469,65192,9520
journal_2,47,47169,6911
journal_2,470,43551,6156
journal_2,471,70501,10462
journal_2,472,71574,10470
journal_2,473,47182,6995
journal_2,474,121324,17459
journal_2,475,66789,9393
journal_2,476,62395,9091
journal_2,477,29990,4375
journal_2,478,51429,7441
journal_2,479,49795,7318
journal_2,48,77254,11275
journal_2,480,64754,9623
journal_2,481,10801,1312
journal_2,482,11952,1524
journal_2,483,95645,14128
journal_2,484,50209,7364
journal_2,485,77096,11524
journal_2,486,64236,9164
journal_2,487,43007,6034
journal_2,488,67093,9916
journal_2,489,100290,13903
journal_2,49,50244,7132
journal_2,490,57430,8168
journal_2,491,91564,13374
journal_2,492,63470,9675
journal_2,493,84806,12775
journal_2,494,52605,7334
journal_2,495,87706,13511
journal_2,496,100497,14176
journal_2,497,77434,11289
journal_2,498,10513,1273
journal_2,499,58335,7804
journal_2,5,56209,8105
journal_2,50,32675,4643
journal_2,500,101367,14473
journal_2,501,39177,5727
journal_2,502,57175,8395
journal_2,503,38018,5580
journal_2,504,61682,9317
journal_2,505,79554,12061
journal_2,506,57820,8550
journal_2,507,49996,6967
journal_2,508,52263,7566
journal_2,509,34818,5228
journal_2,51,102615,14774
journal_2,510,78751,11703
journal_2,511,57189,8638
journal_2,512,86615,12669
journal_2,513,94132,14410
journal_2,514,61098,9372
journal_2,515,72269,11179
journal_2,516,80432,12236
journal_2,517,61119,8768
journal_2,518,43389,6336
journal_2,519,82492,12489
journal_2,52,59183,8553
journal_2,520,90200,12999
journal_2,521,54038,8066
journal_2,522,121683,17841
journal_2,523,65615,9419
journal_2,524,31951,4637
journal_2,525,66302,9387
journal_2,526,69860,9831
journal_2,527,60098,8801
journal_2,528,64130,9552
journal_2,529,147813,21764
journal_2,53,40561,5790
journal_2,530,11075,1342
journal_2,531,9556,1252
journal_2,532,51133,7460
journal_2,533,3972,420
journal_2,534,75932,10888
journal_2,535,57581,8432
journal_2,536,77005,10900
journal_2,537,80009,11497
journal_2,538,74152,11011
journal_2,539,83755,12553
journal_2,54,64009,8557
journal_2,540,4373,536
journal_2,541,60918,9406
journal_2,542,75497,11085
journal_2,543,67221,9752
journal_2,544,82868,11633
journal_2,545,66553,9444
journal_2,546,96753,14063
journal_2,547,101065,13737
journal_2,548,77448,10921
journal_2,549,10510,1278
journal_2,55,71227,10725
journal_2,550,68657,10186
journal_2,551,61534,9004
journal_2,552,49117,6858
journal_2,553,60244,8782
journal_2,554,30791,4382
journal_2,555,121186,18056
journal_2,556,116040,17364
journal_2,557,70622,10287
journal_2,558,85734,12237
journal_2,559,80937,11872
journal_2,56,65445,9613
journal_2,560,97211,13267
journal_2,561,48714,7264
journal_2,562,89207,13099
journal_2,563,80278,11445
journal_2,564,64801,10032
journal_2,565,70639,10112
journal_2,566,125216,18041
journal_2,567,75289,10683
journal_2,568,70600,10295
journal_2,569,63120,9315
journal_2,57,46797,6741
journal_2,570,67493,10238
journal_2,571,10502,1277
journal_2,572,73307,10472
journal_2,573,57632,8427
journal_2,574,49815,7293
journal_2,575,71274,10087
journal_2,576,73312,10931
journal_2,577,50125,7258
journal_2,578,77899,11654
journal_2,579,69437,10251
journal_2,58,43850,6506
journal_2,580,53254,8080
journal_2,581,53599,8132
journal_2,582,82658,12022
journal_2,583,1826,182
journal_2,584,10544,1281
journal_2,585,10616,1406
journal_2,586,59758,8683
journal_2,587,74821,10842
journal_2,588,120164,18181
journal_2,589,56783,8554
journal_2,59,80578,11338
journal_2,590,73033,11050
journal_2,591,69458,10202
journal_2,592,54700,8213
journal_2,593,71396,10374
journal_2,594,10468,1273
journal_2,595,42470,5947
journal_2,596,49576,7543
journal_2,597,64571,9615
journal_2,598,61082,9378
journal_2,599,54430,8003
journal_2,6,52285,7695
journal_2,60,89562,13066
journal_2,600,90121,12981
journal_2,601,75638,10962
journal_2,602,64186,9345
journal_2,603,75037,11002
journal_2,604,74033,11227
journal_2,605,51693,7570
journal_2,606,116910,17395
journal_2,607,86559,12102
journal_2,608,53901,7603
journal_2,609,153568,22931
journal_2,61,46129,6609
journal_2,610,50961,7235
journal_2,611,85117,12218
journal_2,612,60429,9032
journal_2,613,10473,1272
journal_2,614,78622,11959
journal_2,615,65997,9346
journal_2,616,60421,8408
journal_2,617,71451,10129
journal_2,618,76729,11185
journal_2,619,66570,10038
journal_2,62,80905,10935
journal_2,620,79041,10850
journal_2,621,47496,7001
journal_2,622,42322,6359
journal_2,623,75244,10761
journal_2,624,72960,11000
journal_2,625,64592,9420
journal_2,626,76608,11661
journal_2,627,45568,7064
journal_2,628,52643,7357
journal_2,629,63539,9313
journal_2,63,59951,8204
journal_2,630,50995,7439
journal_2,631,10471,1271
journal_2,632,100087,14878
journal_2,633,50116,7168
journal_2,634,61635,8952
journal_2,635,51828,7699
journal_2,636,101047,14583
journal_2,637,73514,10535
journal_2,638,50024,7454
journal_2,639,62544,9224
journal_2,64,1901,182
journal_2,640,48701,7576
journal_2,641,71125,10625
journal_2,642,94195,13514
journal_2,643,75450,11213
journal_2,644,54512,8006
journal_2,645,69296,9987
journal_2,646,71726,10261
journal_2,647,66931,9842
journal_2,648,96536,13465
journal_2,649,97060,14200
journal_2,65,18367,2640
journal_2,650,99018,14437
journal_2,651,104421,15204
journal_2,652,10482,1272
journal_2,653,61885,8904
journal_2,654,61781,9040
journal_2,655,31595,4634
journal_2,656,55258,7546
journal_2,657,72818,10740
journal_2,658,46251,6965
journal_2,659,46864,6912
journal_2,66,61296,8455
journal_2,660,67242,10593
journal_2,661,95313,14098
journal_2,662,39922,5953
journal_2,663,54139,7661
journal_2,664,68808,10124
journal_2,665,90939,13139
journal_2,666,85743,12254
journal_2,667,73082,10341
journal_2,668,79928,11164
journal_2,669,76263,10701
journal_2,67,64556,9313
journal_2,670,79817,11689
journal_2,671,33435,4902
journal_2,672,75756,11233
journal_2,673,51478,7369
journal_2,674,48988,7379
journal_2,675,61528,9125
journal_2,676,88657,12710
journal_2,677,50655,7350
journal_2,678,64964,9444
journal_2,679,54026,7398
journal_2,68,92418,13693
journal_2,680,59597,8650
journal_2,681,4937,619
journal_2,682,50815,7539
journal_2,683,63324,9242
journal_2,684,56526,8514
journal_2,685,56260,7983
journal_2,686,59235,8439
journal_2,687,87180,12288
journal_2,688,71322,10295
journal_2,689,68726,9916
journal_2,69,55456,8197
journal_2,690,84504,12523
journal_2,691,77935,11598
journal_2,692,73668,10352
journal_2,693,82693,12603
journal_2,694,113558,16501
journal_2,695,10473,1271
journal_2,696,86226,12877
journal_2,697,76303,11225
journal_2,698,94515,14043
journal_2,699,95333,13830
journal_2,7,43362,6506
journal_2,70,45687,6551
journal_2,700,40899,5531
journal_2,701,73399,10414
journal_2,702,49277,7299
journal_2,703,63350,9099
journal_2,704,54983,8025
journal_2,705,92732,12672
journal_2,706,72899,10315
journal_2,707,94943,13458
journal_2,708,62520,8821
journal_2,709,80984,11669
journal_2,71,73106,10150
journal_2,710,106495,15660
journal_2,711,33596,4937
journal_2,712,46926,6762
journal_2,713,10471,1271
journal_2,714,57688,8045
journal_2,715,75830,11393
journal_2,716,77758,11504
journal_2,717,60005,8571
journal_2,718,89190,12772
journal_2,719,73917,10896
journal_2,72,50997,7557
journal_2,720,70411,9748
journal_2,721,41981,6207
journal_2,722,56932,8180
journal_2,723,74120,10661
journal_2,724,41713,6229
journal_2,725,64825,9539
journal_2,726,92762,12871
journal_2,727,51222,7454
journal_2,728,80620,11973
journal_2,729,93287,13202
journal_2,73,99421,14240
journal_2,730,72665,10449
journal_2,731,58666,8717
journal_2,732,65403,9487
journal_2,733,56899,8140
journal_2,734,49620,7398
journal_2,735,99251,15595
journal_2,736,57114,8826
journal_2,737,57807,8144
journal_2,738,83451,12332
journal_2,739,94413,13682
journal_2,74,71836,10132
journal_2,740,10731,1304
journal_2,741,72079,10480
journal_2,742,49184,7234
journal_2,743,134741,19500
journal_2,744,48794,6561
journal_2,745,4930,580
journal_2,746,72838,10906
journal_2,747,65465,9946
journal_2,748,97126,14014
journal_2,749,49340,6818
journal_2,75,1966,190
journal_2,750,65711,9340
journal_2,751,49761,6826
journal_2,752,95783,13954
journal_2,753,26134,3463
journal_2,754,94113,13528
journal_2,755,68535,9494
journal_2,756,60410,8840
journal_2,757,69681,10197
journal_2,758,128286,17897
journal_2,759,10717,1304
journal_2,76,1832,178
journal_2,760,64207,9478
journal_2,761,63186,9218
journal_2,762,76537,10992
journal_2,763,74794,10950
journal_2,764,53993,7806
journal_2,765,57957,8690
journal_2,766,64072,9189
journal_2,767,56553,8320
journal_2,768,6595,798
journal_2,769,73012,10082
journal_2,77,70911,9771
journal_2,770,45604,6398
journal_2,771,56121,7849
journal_2,772,44522,6517
journal_2,773,67822,9833
journal_2,774,10467,1271
journal_2,775,72479,10013
journal_2,776,79877,11295
journal_2,777,93608,13722
journal_2,778,66604,9688
journal_2,779,53728,8038
journal_2,78,72294,10489
journal_2,780,58767,8310
journal_2,781,86418,12472
journal_2,782,10495,1383
journal_2,783,70487,10035
journal_2,784,74330,11025
journal_2,785,41553,5977
journal_2,786,77504,11543
journal_2,787,131799,19050
journal_2,788,63218,9191
journal_2,789,10489,1275
journal_2,79,64304,9133
journal_2,790,101031,14983
journal_2,791,69251,10105
journal_2,792,56005,8319
journal_2,793,44535,6741
journal_2,794,56321,8360
journal_2,795,45325,6347
journal_2,796,81318,11676
journal_2,797,54261,7640
journal_2,798,76188,11440
journal_2,799,93589,13513
journal_2,8,57161,8253
journal_2,80,34201,4889
journal_2,800,73331,10896
journal_2,801,53301,7602
journal_2,802,15226,1988
journal_2,803,73931,10455
journal_2,804,56218,8751
journal_2,805,89469,13706
journal_2,806,80298,12410
journal_2,807,10465,1271
journal_2,808,78837,11401
journal_2,809,63601,9255
journal_2,81,1826,178
journal_2,810,91873,13303
journal_2,811,40625,6089
journal_2,812,55571,7715
journal_2,813,44582,6518
journal_2,814,77525,11573
journal_2,815,55744,8246
journal_2,816,89241,12839
journal_2,817,59980,9078
journal_2,818,45466,6859
journal_2,819,58719,8488
journal_2,82,1944,194
journal_2,820,51766,7458
journal_2,821,10465,1271
journal_2,822,104008,15766
journal_2,823,56573,8018
journal_2,824,65535,9492
journal_2,825,59662,8489
journal_2,826,73831,10900
journal_2,827,68765,10378
journal_2,828,51545,7429
journal_2,829,57252,8707
journal_2,83,79083,11889
journal_2,830,49928,7517
journal_2,831,77908,11399
journal_2,832,62269,9179
journal_2,833,82850,11675
journal_2,834,49634,6952
journal_2,835,53094,7625
journal_2,836,55640,7854
journal_2,837,10469,1271
journal_2,838,90899,13403
journal_2,839,70339,10104
journal_2,84,45431,6556
journal_2,840,53747,7978
journal_2,841,83471,12010
journal_2,842,70789,10621
journal_2,843,64140,9036
journal_2,844,144270,19545
journal_2,845,77773,10570
journal_2,846,10000,1328
journal_2,847,70639,10286
journal_2,848,126594,18575
journal_2,849,36480,5573
journal_2,85,79678,11354
journal_2,850,58576,8162
journal_2,851,70703,10704
journal_2,852,40995,5964
journal_2,853,61542,8964
journal_2,854,60305,8661
journal_2,855,51881,7187
journal_2,856,64144,8882
journal_2,857,60456,8517
journal_2,858,59621,9096
journal_2,859,86462,12496
journal_2,86,90772,11740
journal_2,860,10475,1271
journal_2,861,71939,10007
journal_2,862,103627,14748
journal_2,863,81581,12055
journal_2,864,56658,8182
journal_2,865,90302,13194
journal_2,866,85014,12172
journal_2,867,61475,9053
journal_2,868,71220,10595
journal_2,869,34126,4707
journal_2,87,1983,195
journal_2,870,62059,9290
journal_2,871,57616,8996
journal_2,872,10609,1320
journal_2,873,17341,2369
journal_2,874,67694,9914
journal_2,875,53362,7885
journal_2,876,62235,9251
journal_2,877,92385,13246
journal_2,878,81767,11901
journal_2,879,77662,10743
journal_2,88,5820,752
journal_2,880,95063,13455
journal_2,881,111976,15517
journal_2,882,81093,11677
journal_2,883,10419,1285
journal_2,884,49840,7440
journal_2,885,79274,11103
journal_2,886,90789,9646
journal_2,887,96171,13284
journal_2,888,80744,11237
journal_2,889,71550,9775
journal_2,89,76658,11362
journal_2,890,93956,13849
journal_2,891,50646,7560
journal_2,892,70374,10157
journal_2,893,114499,17251
journal_2,894,60266,9172
journal_2,895,52489,7605
journal_2,896,91791,12929
journal_2,897,57565,8776
journal_2,898,52127,7618
journal_2,899,68571,9769
journal_2,9,37823,5509
journal_2,90,29863,4403
journal_2,900,57387,8129
journal_2,901,47864,6836
journal_2,902,78344,11049
journal_2,903,50749,7288
journal_2,904,82288,11669
journal_2,905,61379,9220
journal_2,906,10602,1309
journal_2,907,9987,1337
journal_2,908,147985,21574
journal_2,909,87077,12885
journal_2,91,44734,6215
journal_2,910,69495,10245
journal_2,911,128136,18824
journal_2,912,58561,8757
journal_2,913,42682,6291
journal_2,914,11001,1371
journal_2,915,5226,647
journal_2,916,59335,8519
journal_2,917,39448,5464
journal_2,918,47730,7106
journal_2,919,61824,8785
journal_2,92,65570,9439
journal_2,920,48727,7010
journal_2,921,54889,7859
journal_2,922,6075,721
journal_2,923,64029,9333
journal_2,924,100642,14517
journal_2,925,10417,1285
journal_2,926,79210,11288
journal_2,927,85280,12549
journal_2,928,53629,7801
journal_2,929,91960,13824
journal_2,93,67948,9444
journal_2,930,111691,16241
journal_2,931,63712,9595
journal_2,932,60616,8944
journal_2,933,47842,6888
journal_2,934,74075,11240
journal_2,935,68617,10075
journal_2,936,61660,9194
journal_2,937,138718,19037
journal_2,938,90079,12931
journal_2,939,88837,12323
journal_2,94,57579,8383
journal_2,940,47008,6769
journal_2,941,45460,6478
journal_2,942,49098,7141
journal_2,943,63970,9487
journal_2,944,58632,8548
journal_2,945,53206,7879
journal_2,946,42607,6405
journal_2,947,78264,11862
journal_2,948,113220,15920
journal_2,949,99920,14952
journal_2,95,60646,9113
journal_2,950,132603,18744
